50_50/outcome/id,50_50/outcome/name,ball_receipt/outcome/id,ball_receipt/outcome/name,ball_recovery/recovery_failure,block/deflection,block/offensive,block/save_block,carry/end_location/0,carry/end_location/1,counterpress,dribble/nutmeg,dribble/outcome/id,dribble/outcome/name,dribble/overrun,duel/outcome/id,duel/outcome/name,duel/type/id,duel/type/name,duration,foul_committed/advantage,foul_committed/card/id,foul_committed/card/name,foul_committed/offensive,foul_committed/type/id,foul_committed/type/name,foul_won/advantage,foul_won/defensive,goalkeeper/body_part/id,goalkeeper/body_part/name,goalkeeper/end_location/0,goalkeeper/end_location/1,goalkeeper/outcome/id,goalkeeper/outcome/name,goalkeeper/position/id,goalkeeper/position/name,goalkeeper/technique/id,goalkeeper/technique/name,goalkeeper/type/id,goalkeeper/type/name,id,index,injury_stoppage/in_chain,interception/outcome/id,interception/outcome/name,location/0,location/1,minute,pass/aerial_won,pass/angle,pass/assisted_shot_id,pass/backheel,pass/body_part/id,pass/body_part/name,pass/cross,pass/cut_back,pass/deflected,pass/end_location/0,pass/end_location/1,pass/goal_assist,pass/height/id,pass/height/name,pass/length,pass/outcome/id,pass/outcome/name,pass/recipient/id,pass/recipient/name,pass/shot_assist,pass/switch,pass/technique/id,pass/technique/name,pass/through_ball,pass/type/id,pass/type/name,period,play_pattern/id,play_pattern/name,player/id,player/name,position/id,position/name,possession,possession_team/id,possession_team/name,related_events/0,related_events/1,related_events/2,related_events/3,related_events/4,second,shot/aerial_won,shot/body_part/id,shot/body_part/name,shot/end_location/0,shot/end_location/1,shot/end_location/2,shot/first_time,shot/freeze_frame/0/location/0,shot/freeze_frame/0/location/1,shot/freeze_frame/0/player/id,shot/freeze_frame/0/player/name,shot/freeze_frame/0/position/id,shot/freeze_frame/0/position/name,shot/freeze_frame/0/teammate,shot/freeze_frame/1/location/0,shot/freeze_frame/1/location/1,shot/freeze_frame/1/player/id,shot/freeze_frame/1/player/name,shot/freeze_frame/1/position/id,shot/freeze_frame/1/position/name,shot/freeze_frame/1/teammate,shot/freeze_frame/10/location/0,shot/freeze_frame/10/location/1,shot/freeze_frame/10/player/id,shot/freeze_frame/10/player/name,shot/freeze_frame/10/position/id,shot/freeze_frame/10/position/name,shot/freeze_frame/10/teammate,shot/freeze_frame/11/location/0,shot/freeze_frame/11/location/1,shot/freeze_frame/11/player/id,shot/freeze_frame/11/player/name,shot/freeze_frame/11/position/id,shot/freeze_frame/11/position/name,shot/freeze_frame/11/teammate,shot/freeze_frame/12/location/0,shot/freeze_frame/12/location/1,shot/freeze_frame/12/player/id,shot/freeze_frame/12/player/name,shot/freeze_frame/12/position/id,shot/freeze_frame/12/position/name,shot/freeze_frame/12/teammate,shot/freeze_frame/13/location/0,shot/freeze_frame/13/location/1,shot/freeze_frame/13/player/id,shot/freeze_frame/13/player/name,shot/freeze_frame/13/position/id,shot/freeze_frame/13/position/name,shot/freeze_frame/13/teammate,shot/freeze_frame/14/location/0,shot/freeze_frame/14/location/1,shot/freeze_frame/14/player/id,shot/freeze_frame/14/player/name,shot/freeze_frame/14/position/id,shot/freeze_frame/14/position/name,shot/freeze_frame/14/teammate,shot/freeze_frame/15/location/0,shot/freeze_frame/15/location/1,shot/freeze_frame/15/player/id,shot/freeze_frame/15/player/name,shot/freeze_frame/15/position/id,shot/freeze_frame/15/position/name,shot/freeze_frame/15/teammate,shot/freeze_frame/16/location/0,shot/freeze_frame/16/location/1,shot/freeze_frame/16/player/id,shot/freeze_frame/16/player/name,shot/freeze_frame/16/position/id,shot/freeze_frame/16/position/name,shot/freeze_frame/16/teammate,shot/freeze_frame/17/location/0,shot/freeze_frame/17/location/1,shot/freeze_frame/17/player/id,shot/freeze_frame/17/player/name,shot/freeze_frame/17/position/id,shot/freeze_frame/17/position/name,shot/freeze_frame/17/teammate,shot/freeze_frame/18/location/0,shot/freeze_frame/18/location/1,shot/freeze_frame/18/player/id,shot/freeze_frame/18/player/name,shot/freeze_frame/18/position/id,shot/freeze_frame/18/position/name,shot/freeze_frame/18/teammate,shot/freeze_frame/2/location/0,shot/freeze_frame/2/location/1,shot/freeze_frame/2/player/id,shot/freeze_frame/2/player/name,shot/freeze_frame/2/position/id,shot/freeze_frame/2/position/name,shot/freeze_frame/2/teammate,shot/freeze_frame/3/location/0,shot/freeze_frame/3/location/1,shot/freeze_frame/3/player/id,shot/freeze_frame/3/player/name,shot/freeze_frame/3/position/id,shot/freeze_frame/3/position/name,shot/freeze_frame/3/teammate,shot/freeze_frame/4/location/0,shot/freeze_frame/4/location/1,shot/freeze_frame/4/player/id,shot/freeze_frame/4/player/name,shot/freeze_frame/4/position/id,shot/freeze_frame/4/position/name,shot/freeze_frame/4/teammate,shot/freeze_frame/5/location/0,shot/freeze_frame/5/location/1,shot/freeze_frame/5/player/id,shot/freeze_frame/5/player/name,shot/freeze_frame/5/position/id,shot/freeze_frame/5/position/name,shot/freeze_frame/5/teammate,shot/freeze_frame/6/location/0,shot/freeze_frame/6/location/1,shot/freeze_frame/6/player/id,shot/freeze_frame/6/player/name,shot/freeze_frame/6/position/id,shot/freeze_frame/6/position/name,shot/freeze_frame/6/teammate,shot/freeze_frame/7/location/0,shot/freeze_frame/7/location/1,shot/freeze_frame/7/player/id,shot/freeze_frame/7/player/name,shot/freeze_frame/7/position/id,shot/freeze_frame/7/position/name,shot/freeze_frame/7/teammate,shot/freeze_frame/8/location/0,shot/freeze_frame/8/location/1,shot/freeze_frame/8/player/id,shot/freeze_frame/8/player/name,shot/freeze_frame/8/position/id,shot/freeze_frame/8/position/name,shot/freeze_frame/8/teammate,shot/freeze_frame/9/location/0,shot/freeze_frame/9/location/1,shot/freeze_frame/9/player/id,shot/freeze_frame/9/player/name,shot/freeze_frame/9/position/id,shot/freeze_frame/9/position/name,shot/freeze_frame/9/teammate,shot/key_pass_id,shot/one_on_one,shot/outcome/id,shot/outcome/name,shot/statsbomb_xg,shot/technique/id,shot/technique/name,shot/type/id,shot/type/name,substitution/outcome/id,substitution/outcome/name,substitution/replacement/id,substitution/replacement/name,tactics/formation,tactics/lineup/0/jersey_number,tactics/lineup/0/player/id,tactics/lineup/0/player/name,tactics/lineup/0/position/id,tactics/lineup/0/position/name,tactics/lineup/1/jersey_number,tactics/lineup/1/player/id,tactics/lineup/1/player/name,tactics/lineup/1/position/id,tactics/lineup/1/position/name,tactics/lineup/10/jersey_number,tactics/lineup/10/player/id,tactics/lineup/10/player/name,tactics/lineup/10/position/id,tactics/lineup/10/position/name,tactics/lineup/2/jersey_number,tactics/lineup/2/player/id,tactics/lineup/2/player/name,tactics/lineup/2/position/id,tactics/lineup/2/position/name,tactics/lineup/3/jersey_number,tactics/lineup/3/player/id,tactics/lineup/3/player/name,tactics/lineup/3/position/id,tactics/lineup/3/position/name,tactics/lineup/4/jersey_number,tactics/lineup/4/player/id,tactics/lineup/4/player/name,tactics/lineup/4/position/id,tactics/lineup/4/position/name,tactics/lineup/5/jersey_number,tactics/lineup/5/player/id,tactics/lineup/5/player/name,tactics/lineup/5/position/id,tactics/lineup/5/position/name,tactics/lineup/6/jersey_number,tactics/lineup/6/player/id,tactics/lineup/6/player/name,tactics/lineup/6/position/id,tactics/lineup/6/position/name,tactics/lineup/7/jersey_number,tactics/lineup/7/player/id,tactics/lineup/7/player/name,tactics/lineup/7/position/id,tactics/lineup/7/position/name,tactics/lineup/8/jersey_number,tactics/lineup/8/player/id,tactics/lineup/8/player/name,tactics/lineup/8/position/id,tactics/lineup/8/position/name,tactics/lineup/9/jersey_number,tactics/lineup/9/player/id,tactics/lineup/9/player/name,tactics/lineup/9/position/id,tactics/lineup/9/position/name,team/id,team/name,timestamp,type/id,type/name,under_pressure
,,,,,,,,55.0,63.0,,,,,,,,,,1.84,,,,,,,,,,,,,,,,,,,,,5e5198fd-100a-440a-a7b1-387900100f33,2051,,,,45.0,62.0,46,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,6331,Leander Dendoncker,3,Right Center Back,86,782,Belgium,b94fcd70-ed04-40b1-933f-546acb54b654,cb29555b-5feb-4d71-9b3c-e003d8ae7337,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:01:23.793,43,Carry,
,,,,,,,,,,,,,,,,,,,1.08,,,,,,,,,,,,,,,,,,,,,cb29555b-5feb-4d71-9b3c-e003d8ae7337,2052,,,,55.0,63.0,46,,0.8960554,,,40,Right Foot,,,,67.0,78.0,,1,Ground Pass,19.209373,,,4831,Nacer Chadli,,,,,,,,2,4,From Throw In,6331,Leander Dendoncker,3,Right Center Back,86,782,Belgium,a39e455b-fda5-4101-898c-aed81c7a901e,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:01:25.633,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a39e455b-fda5-4101-898c-aed81c7a901e,2053,,,,67.0,78.0,46,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,4831,Nacer Chadli,12,Right Midfield,86,782,Belgium,cb29555b-5feb-4d71-9b3c-e003d8ae7337,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:01:26.713,42,Ball Receipt*,
,,,,,,,,63.0,77.0,,,,,,,,,,1.76,,,,,,,,,,,,,,,,,,,,,b92a16a7-4086-4530-83b3-c3ac4e5306a7,2054,,,,67.0,78.0,46,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,4831,Nacer Chadli,12,Right Midfield,86,782,Belgium,1770d8d8-ddaf-4664-8b8d-a6d21f457bad,1d0ca003-c0c9-4b9c-a90a-b289aa142030,a39e455b-fda5-4101-898c-aed81c7a901e,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:01:26.713,43,Carry,True
,,,,,,,,,,,,,,,,,,,1.643,,,,,,,,,,,,,,,,,,,,,1d0ca003-c0c9-4b9c-a90a-b289aa142030,2055,,,,57.0,5.0,46,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,3594,Danny Rose,16,Left Midfield,86,782,Belgium,b92a16a7-4086-4530-83b3-c3ac4e5306a7,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768,England,00:01:26.790,17,Pressure,
,,,,,,,,,,,,,,,,,,,0.84,,,,,,,,,,,,,,,,,,,,,1770d8d8-ddaf-4664-8b8d-a6d21f457bad,2056,,,,63.0,77.0,46,,-1.5707964,,,40,Right Foot,,,,63.0,59.0,,1,Ground Pass,18.0,,,2954,Youri Tielemans,,,,,,,,2,4,From Throw In,4831,Nacer Chadli,12,Right Midfield,86,782,Belgium,8635fbde-c74c-40ed-851f-6cd2b75063f5,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:01:28.473,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8635fbde-c74c-40ed-851f-6cd2b75063f5,2057,,,,63.0,59.0,46,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,2954,Youri Tielemans,15,Left Center Midfield,86,782,Belgium,1770d8d8-ddaf-4664-8b8d-a6d21f457bad,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:01:29.313,42,Ball Receipt*,
,,,,,,,,64.0,58.0,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,137487fc-047e-4de8-90d2-57d59e04d420,2058,,,,63.0,59.0,46,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,2954,Youri Tielemans,15,Left Center Midfield,86,782,Belgium,436f5ad7-d784-436f-821a-4f17eec80a5f,8635fbde-c74c-40ed-851f-6cd2b75063f5,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:01:29.313,43,Carry,
,,,,,,,,,,,,,,,,,,,0.72,,,,,,,,,,,,,,,,,,,,,436f5ad7-d784-436f-821a-4f17eec80a5f,2059,,,,64.0,58.0,46,,2.0344439,,,40,Right Foot,,,,59.0,68.0,,1,Ground Pass,11.18034,,,4831,Nacer Chadli,,,,,,,,2,4,From Throw In,2954,Youri Tielemans,15,Left Center Midfield,86,782,Belgium,d4283a66-eb88-466d-9b1d-89b55f0492e2,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:01:30.113,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d4283a66-eb88-466d-9b1d-89b55f0492e2,2060,,,,59.0,68.0,46,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,4831,Nacer Chadli,12,Right Midfield,86,782,Belgium,436f5ad7-d784-436f-821a-4f17eec80a5f,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:01:30.833,42,Ball Receipt*,
,,,,,,,,60.0,69.0,,,,,,,,,,1.24,,,,,,,,,,,,,,,,,,,,,406ebc3e-3dcf-49c1-b077-a780d458055c,2061,,,,59.0,68.0,46,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,4831,Nacer Chadli,12,Right Midfield,86,782,Belgium,cb51580c-4f90-49e0-bfb6-f96712cb9b8e,d4283a66-eb88-466d-9b1d-89b55f0492e2,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:01:30.833,43,Carry,
,,,,,,,,,,,,,,,,,,,0.76,,,,,,,,,,,,,,,,,,,,,cb51580c-4f90-49e0-bfb6-f96712cb9b8e,2062,,,,60.0,69.0,46,,-0.4636476,,,40,Right Foot,,,,80.0,59.0,,1,Ground Pass,22.36068,,,3457,Michy Batshuayi Tunga,,,,,,,,2,4,From Throw In,4831,Nacer Chadli,12,Right Midfield,86,782,Belgium,31abec6e-cc02-4cf3-b067-7c96d7fe2231,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:01:32.073,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31abec6e-cc02-4cf3-b067-7c96d7fe2231,2063,,,,80.0,59.0,46,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,3457,Michy Batshuayi Tunga,23,Center Forward,86,782,Belgium,cb51580c-4f90-49e0-bfb6-f96712cb9b8e,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:01:32.833,42,Ball Receipt*,
,,,,,,,,80.0,64.0,,,,,,,,,,1.64,,,,,,,,,,,,,,,,,,,,,4ac910d5-23ab-49d0-8981-bc21045827dc,2064,,,,80.0,59.0,46,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,3457,Michy Batshuayi Tunga,23,Center Forward,86,782,Belgium,31abec6e-cc02-4cf3-b067-7c96d7fe2231,55090e2e-facc-487e-956e-a5440e7beada,7133a57e-9efc-4fe1-b27c-b5ac66aacde6,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:01:32.833,43,Carry,True
,,,,,,,,,,,,,,,,,,,1.438,,,,,,,,,,,,,,,,,,,,,7133a57e-9efc-4fe1-b27c-b5ac66aacde6,2065,,,,42.0,18.0,46,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,3645,Gary Cahill,4,Center Back,86,782,Belgium,4ac910d5-23ab-49d0-8981-bc21045827dc,55090e2e-facc-487e-956e-a5440e7beada,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768,England,00:01:33.355,17,Pressure,
,,,,,,,,,,,,,,,,,,,0.84,,,,,,,,,,,,,,,,,,,,,55090e2e-facc-487e-956e-a5440e7beada,2066,,,,80.0,64.0,46,,2.3561945,,,40,Right Foot,,,,69.0,75.0,,1,Ground Pass,15.556349,,,4831,Nacer Chadli,,,,,,,,2,4,From Throw In,3457,Michy Batshuayi Tunga,23,Center Forward,86,782,Belgium,7133a57e-9efc-4fe1-b27c-b5ac66aacde6,da6fdce4-11e4-4774-b321-2b0d25b09f2a,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:01:34.473,30,Pass,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,da6fdce4-11e4-4774-b321-2b0d25b09f2a,2067,,,,69.0,75.0,46,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,4831,Nacer Chadli,12,Right Midfield,86,782,Belgium,55090e2e-facc-487e-956e-a5440e7beada,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:01:35.313,42,Ball Receipt*,
,,,,,,,,73.0,71.0,,,,,,,,,,2.12,,,,,,,,,,,,,,,,,,,,,b087afae-0437-4bba-ae04-88ffda429edb,2068,,,,69.0,75.0,46,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,4831,Nacer Chadli,12,Right Midfield,86,782,Belgium,cb087214-5c28-469b-8cd3-318e58aaeb6c,da6fdce4-11e4-4774-b321-2b0d25b09f2a,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:01:35.313,43,Carry,
,,,,,,,,,,,,,,,,,,,0.92,,,,,,,,,,,,,,,,,,,,,cb087214-5c28-469b-8cd3-318e58aaeb6c,2069,,,,73.0,71.0,46,,-2.2896264,,,40,Right Foot,,,,66.0,63.0,,1,Ground Pass,10.630146,,,2954,Youri Tielemans,,,,,,,,2,4,From Throw In,4831,Nacer Chadli,12,Right Midfield,86,782,Belgium,42d9b913-6787-41c1-b3b3-fc140db7d732,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:01:37.433,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42d9b913-6787-41c1-b3b3-fc140db7d732,2070,,,,66.0,63.0,46,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,2954,Youri Tielemans,15,Left Center Midfield,86,782,Belgium,cb087214-5c28-469b-8cd3-318e58aaeb6c,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:01:38.353,42,Ball Receipt*,
,,,,,,,,65.0,52.0,,,,,,,,,,1.64,,,,,,,,,,,,,,,,,,,,,eb07c6c5-59ad-471f-a1f0-1090eeae7ba8,2071,,,,66.0,63.0,46,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,2954,Youri Tielemans,15,Left Center Midfield,86,782,Belgium,42d9b913-6787-41c1-b3b3-fc140db7d732,7b067f8a-5a96-4f36-83e4-ea4b0ae00d8f,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:01:38.353,43,Carry,
,,,,,,,,,,,,,,,,,,,1.56,,,,,,,,,,,,,,,,,,,,,7b067f8a-5a96-4f36-83e4-ea4b0ae00d8f,2072,,,,65.0,52.0,46,,-1.4513674,,,38,Left Foot,,,,68.0,27.0,,1,Ground Pass,25.179358,,,3037,Moussa Sidi Yaya Dembélé,,,,,,,,2,4,From Throw In,2954,Youri Tielemans,15,Left Center Midfield,86,782,Belgium,c70718d0-6d8f-47b6-919f-2927429d01a3,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:01:39.993,30,Pass,
